artist,genres,popularity,followers,artist_id
The Choir of King's College London,[],26,503,1B95N9f9HtEL9D21OCaTkt
"Choir of St. John's College, Cambridge","['british choir', 'cambridge choir', 'cathedral choir', 'choral', 'university choir']",42,6507,1fwwl0jxv972y7OpKpL6Ax
Gloriae Dei Cantores,['american choir'],22,705,0bgvgq76bQlNbVaRpaXy3W
Paul Mealor,"['21st century classical', 'british contemporary classical', 'choral']",37,3312,18B9HFuIuZ5LOk8vWtaxsG
Phoenix Chorale,"['american choir', 'chamber choir', 'choral']",36,1666,33YCmNkqNaxaGlCMisYKCd
Swedish Radio Choir,"['choral', 'swedish choir']",50,2472,1A9umzen6B9Shk2spCzR9y
Tenebrae,"['british choir', 'chamber choir', 'choral']",47,20285,0vUnn6Eje2O5yxEj35touD
Truro Cathedral Choir,"['british choir', 'cathedral choir']",24,1103,0U76qHnOeDlShHkjDhpwIN
"Choir of New College, Oxford","['british choir', 'choral', 'oxford choir']",37,6233,37f8YYDNWUstg5p859gMxe
The Sixteen,"['british choir', 'choral', 'classical', 'classical performance', 'early music', 'early music choir', 'polyphony']",50,26927,5y9NnD1AZPcBVbDluRgiXS
"Choir of Clare College, Cambridge","['british choir', 'cambridge choir', 'choral']",46,4332,0sHmVvDwPMhpqcFLBtiDPd
"The Choir of Magdalen College, Oxford","['british choir', 'choral', 'oxford choir', 'renaissance']",37,1380,1iZZQ9LJg4rERzOzLwjkRW
The St. Petersburg Symphony Orchestra,[],6,14,0mOIah1xvU2DU0I5HFe2wZ
Novosibirsk Chamber Choir,[],3,9,7agUhpSCLIClBHsSPjyE7k
Vladimir Minin,[],16,69,15G7fVT9efvVtWjHSZVBUw
東京混声合唱団,['japanese choir'],32,1123,1E9IMg5vqh8lwMINhH3hNG
Vladimir Fedoseyev,[],42,1223,6X77f89mGJaE1wIgXE6SXr
Yevgeny Svetlanov,['orchestral performance'],36,2028,1xfayCGnoPqO2Wh3Y27IgG
St.Petersburg Chamber Choir,"['chamber choir', 'orthodox chant', 'russian choir']",35,1006,46WjEugfIF0rKOewvFiby2
Alexander Borodin,"['classical', 'late romantic era', 'russian romanticism']",51,33924,34MYamymtmnsmpwbqydd7I
Amilcare Ponchielli,"['classical', 'italian opera', 'italian romanticism', 'late romantic era']",40,11114,088fpww3Ae4U9cMZv5O6m8
Rosas,[],7,489,4fHCqZDWwXjIfteNzSD7KO
Julius Fučík,"['czech classical', 'post-romantic era']",30,1667,4IWLhAyPCROEDrthOxG8YJ
Jacques Offenbach,"['classical', 'french opera', 'french romanticism', 'german romanticism', 'late romantic era', 'operetta']",53,77700,4OihBPCQzR4GfbzqOY69Xm
Léo Delibes,"['classical', 'french opera', 'french romanticism', 'late romantic era']",52,39739,1M9AXZkNPdOd1IPEsQsXnT
Johann Strauss I,"['classical', 'early romantic era']",44,23566,4WMHJgeJCssiGW3ssUT7eb
Gustav Holst,"['british modern classical', 'classical', 'post-romantic era']",57,139010,5B7uXBeLc2TkR5Jk23qKIZ
Pietro Mascagni,"['classical', 'early music', 'italian opera', 'italian romanticism', 'post-romantic era']",50,35543,3Z5fRknMBBNfCw6pkgR9S8
Gregorio Allegri,"['early music', 'italian renaissance']",44,12164,4I47QTluHCo2t2Gj6V7AIG
Franz Lehár,"['german opera', 'operetta', 'post-romantic era']",40,8380,3O3SOoPYtUSjajTdIag0nT
Leontovych,[],0,1,1sk2NVYcR7xMC7mA2kxKN3
Antonín Dvořák,"['classical', 'czech classical', 'late romantic era']",63,455721,6n7nd5iceYpXVwcx8VPpxF
Jeremiah Clarke,"['classical', 'early music', 'english baroque']",35,1081,2PZsXHKjgpXg7tJoFr1fa6
Francisco Tárrega,['late romantic era'],52,61523,3cYz1jb3gzmFv2R0Dj3U2t
Boris Christoff,['classical bass'],19,1524,7D9goxJ3SeeDhLdsuTVBF2
Victoria de los Ángeles,"['classical soprano', 'opera', 'spanish classical']",34,8714,2mjYUXIj32wSpgoZqlc2lP
Jules Massenet,"['classical', 'french opera', 'french romanticism', 'post-romantic era']",54,25553,1AoIc5YFH0aSFc4mKqBEeB
Giacomo Puccini,"['classical', 'italian opera', 'italian romanticism', 'post-romantic era']",64,357059,0OzxPXyowUEQ532c9AmHUR
Giuseppe Verdi,"['classical', 'italian opera', 'italian romanticism', 'late romantic era']",63,512139,1JOQXgYdQV2yfrhewqx96o
Carl Maria von Weber,"['classical', 'classical era', 'early music', 'early romantic era', 'german romanticism']",45,38770,1p6wR69pnH9LBWZvwliuz2
Georges Bizet,"['classical', 'french opera', 'french romanticism', 'late romantic era']",60,196742,2D7RkvtKKb6E5UmbjQM1Jd
Max Bruch,"['classical', 'german romanticism', 'late romantic era']",47,44166,0521x50ZcNqqT1fKMJg5c5
George Frideric Handel,"['baroque', 'classical', 'early music', 'english baroque', 'german baroque']",69,696112,1QL7yTHrdahRMpvNtn6rI2
Frederick Delius,"['classical', 'early modern classical', 'impressionism', 'post-romantic era']",50,19217,65YhYi4Fz5Ibgq7ueev2Rm
Bedřich Smetana,"['classical', 'czech classical', 'late romantic era']",48,71953,25Eab1kIY1gh0Yo1oV04G4
Richard Wagner,"['classical', 'german opera', 'german romanticism', 'late romantic era']",58,524486,1C1x4MVkql8AiABuTw6DgE
Hector Berlioz,"['classical', 'early modern classical', 'french romanticism']",45,96684,11T8SOX82xraocZzUXzkvM
Tomaso Albinoni,"['baroque', 'classical', 'early music', 'harpsichord', 'italian baroque', 'italian opera']",54,136063,17OArJzEhRR3OmhtGcnfBq
Edvard Grieg,"['classical', 'late romantic era', 'norwegian classical']",65,443299,5ihY290YPGc3aY2xTyx7Gy
Wolfgang Amadeus Mozart,"['classical', 'classical era']",78,4348947,4NJhFmfw43RLBLjQvxDuRS
Franz Liszt,"['classical', 'late romantic era']",65,621948,1385hLNbrnbCJGokfH2ac2
Gioachino Rossini,"['classical', 'italian opera', 'italian romanticism']",56,171951,0roWUeP7Ac4yK4VN6L2gF4
Antonio Vivaldi,"['baroque', 'classical', 'early music', 'italian baroque']",73,1917291,2QOIawHpSlOwXDvSqQ9YJR
Ludwig van Beethoven,"['classical', 'classical era', 'early romantic era', 'german romanticism']",75,4192451,2wOqMjp9TyABvtHdOSOTUS
Frédéric Chopin,"['classical', 'early romantic era', 'polish classical']",77,2600548,7y97mc3bZRFXzT2szRM4L4
Franz Joseph Haydn,"['classical', 'classical era']",59,503117,656RXuyw7CE0dtjdPgjJV6
Johann Sebastian Bach,"['baroque', 'classical', 'early music', 'german baroque']",80,3447781,5aIqB5nVVvmFsvSdExz408
Franz Schubert,"['classical', 'classical era', 'early romantic era']",67,894441,2p0UyoPfYfI76PCStuXfOP
Johannes Brahms,"['classical', 'german romanticism', 'late romantic era']",66,757750,5wTAi7QkpP6kp8a54lmTOq
Josef Strauss,[],34,3740,0qU8UdzIf1I2ZxyI5OHdut
Hypnose,"['hardstyle', 'rawstyle']",36,2501,2UBCeOEjEhqNkm6IFzVV4D
Proto Bytez,"['classic hardstyle', 'euphoric hardstyle', 'hardstyle', 'rawstyle']",23,2918,7amcLwOetQsuOjTo5abv6I
Shockwave,"['euphoric hardstyle', 'hardstyle']",27,2591,0fxz1p44vvxBpDA4yK99Nl
Solstice,"['euphoric hardstyle', 'hardstyle']",31,2781,6Czf2AVSww2aOhW4M6QNHT
Luigi Denza,"['canzone napoletana', 'italian romanticism', 'post-romantic era']",35,703,604SIyQJ7kt1BUikmaNQAN
Dillytek,['hardstyle'],29,4317,7jyPELo8anRil0femQikVJ
Galactixx,"['euphoric hardstyle', 'hardstyle', 'rawstyle']",42,5736,450u38hSRh0Q2UyghEbjpS
Unsenses,"['euphoric hardstyle', 'hardstyle']",34,7674,5ezp2WTBB8rewVCdTKGO1F
Ezenia,"['euphoric hardstyle', 'hardstyle']",29,2549,1cIkuQCV7CvADErrMCo7eJ
Retrospect,"['euphoric hardstyle', 'hardstyle', 'rawstyle']",31,1969,3SpBPLBqsJo9sW5KQUXm8q
Heatwavez,"['euphoric hardstyle', 'hardstyle']",23,2344,1jhtkxPeSRXrj2lM5egbdt
Scabtik,"['hardstyle', 'rawstyle']",31,4327,6mRyTGlFH3JnDgukiZnQ3O
Jay Reeve,"['euphoric hardstyle', 'hardstyle', 'rawstyle']",37,5691,5AVdeI8lS5HS9VGV8AUyS4
Serzo,"['euphoric hardstyle', 'hardstyle']",34,2380,3OhUveXjN6gDbNt7ygN8z6
Carlo Morelli,[],0,39,0YsaILNhMaHN7Mc4okTldJ
Mendelsson,[],0,41,12UrdCIrzJ9uxKBI1nIhuC
Rota,[],28,129,17XxXwybl92OGYZFig2ozQ
Rosas,['indie triste'],16,1403,7KoEQagFYZrCkZnv1PRfOa
Larke,[],0,3,1GbqiPpBgASOSXZo0jiEFP
Fucito,[],0,0,2o4s7CyKHfc4XCxrVFO7bq
Arnaud,[],0,17,0pvAeq1ys8IhoJ0bVQNzeD
Leo Arnaud,['space age pop'],15,143,4rLxLJBKOB4CCTURxvyfwc
Osman Perez Freire,[],7,45,290Koa15yUSBELnhnqdzIA
Vincenzo Ugolini,['italian baroque'],2,12,0tL02afCDHK3hlJCTesXZL
Cantilon Chamber Choir,['canadian choir'],13,92,3Fh4fmGHSQsls7hU0F2mZZ
Stefan Rachon Orchestra,[],22,20,2har8juBGmM1seURvEX49E
"Slovak State Philharmonic Orchestra, Kosice","['orchestra', 'symfonicky orchestr']",42,1437,2Eo4VORMdwb15W8WZh3vl6
Willi Boskovsky,['orchestral performance'],50,2000,0KE7MPlNGYZugOqQngcqQV
Slovak State Philharmonic Orchestra,"['orchestra', 'symfonicky orchestr']",31,666,0QEqho8rz1k9XpFcHfOlZp
Robert Stolz,"['german opera', 'operetta']",35,2146,6xt9i6cvoL0DbNTcwPPzNG
Vienna Volksoper Orchestra,['austrian orchestra'],43,2632,058Y9LnHNkJEnH36W12Bwl
Wiener Johann Strauss Orchester,"['austrian orchestra', 'orchestra']",41,5143,4L1KSucx7LN4DyRT1w4z9S
Munich Radio Orchestra,"['german orchestra', 'orchestra', 'radio symphony']",45,2050,0epMHcfPfSyf4QArBZCxWX
Czech Philharmonic Chamber Orchestra,"['chamber orchestra', 'scorecore', 'symfonicky orchestr']",34,5206,15TbaQl7va7MrUviXt4l7M
National Philharmonic Orchestra,['orchestra'],60,9521,2Ek1WGW7WeyDoxsZiu0AAd
Zubin Mehta,"['classical performance', 'orchestral performance']",61,22343,3FEd0qHPFOgcpfw7bCXB4x
Detroit Symphony Orchestra,"['american orchestra', 'classical performance', 'orchestra']",38,4671,1TuMl6QKOFwgQZzzhzuds4
Royal Scottish National Orchestra,"['british orchestra', 'classical', 'classical performance', 'orchestra']",49,10985,5xBSsPfZtPItmn72C2EHVf
Slovak Radio Symphony Orchestra,"['orchestra', 'radio symphony', 'symfonicky orchestr']",53,19835,428GNN7qZnTsMaK3SfPo6D
Bamberg Symphony,"['classical performance', 'german orchestra', 'orchestra']",38,4135,7qs9lBPZgZzLAYAWfHLAll
BBC Philharmonic,"['british orchestra', 'classic soundtrack', 'classical', 'classical performance', 'orchestra', 'radio symphony']",55,15087,1z9u3vLr7gw6IBS8CP8c2X
Gabriel Fauré,"['classical', 'post-romantic era']",63,163540,2gClsBep1tt1rv1CN210SO
Aram Khachaturian,"['caucasian classical', 'classical', 'early modern classical', 'russian modern classical']",52,55414,5WIoytpqi3VWoFSHnl49in
Aaron Copland,"['american modern classical', 'classical', 'early modern classical']",49,78300,0nJvyjVTb8sAULPYyA1bqU
Ernestine Anderson,['vocal jazz'],37,18895,7yNele4jnVhZJ2GE7Kg25T
Jeri Southern,"['adult standards', 'torch song', 'vocal jazz']",33,5942,53zwWZL3vLQ7fVfKrhrzaK
Morgana King,['vocal jazz'],32,9483,6OBKNqNkRe1Z5VA1TBvMuH
Chris Connor,"['torch song', 'vocal jazz']",36,12732,5Q6PVXflC7LKN42bYupRJQ
Rita Hayworth,['vintage hollywood'],30,18996,24u2lWQYyTWB7VUTnwEavi
Marlene Dietrich,"['cabaret', 'torch song', 'vintage hollywood', 'vintage schlager']",41,45204,3UuPzfQMdGK40O8Rj9jqVM
Audrey Hepburn,"['hollywood', 'vintage hollywood']",44,54114,16eV2TebyEhqaDRFEZJ9h8
Annie Ross,['vocal jazz'],31,9235,53rc6pkiasAEVxO1VPpVOy
Cleo Laine,[],30,5433,7GUNyLdzdGxR828EyGvM7k
Jon Hendricks,[],25,5177,2Kn5swSfLmUU2WEJVlQvJY
Helen Forrest,"['adult standards', 'big band', 'swing', 'torch song']",40,13476,5SguMzNsojVk03s64Ggzad
Lee Wiley,"['big band', 'torch song']",31,5633,1IRFfdGI95F5UTMST4udG3
Sue Raney,['vocal jazz'],21,3908,6XkdTGi7WBfPQ3ebCu02Zt
Dakota Station,[],0,32,4MSpTgawciGDK3NUr9w172
Lorez Alexandria,"['contemporary vocal jazz', 'vocal jazz']",40,4123,5FxVAiCRSETyMMPV8MDaHY
Robin Mckelle,"['contemporary vocal jazz', 'jazz pop', 'vocal jazz']",35,21444,1HExVl6jUdYXFYmB6GoKDV
Jimmy Scott,['vocal jazz'],39,20843,5T7u5bYO62WTYOk5RBZwjo
Mark Murphy,"['contemporary vocal jazz', 'vocal jazz']",30,8874,3NSAbrtudtKqp7j0C4bqxQ
Margret Whiting,[],0,0,1csT9JfXq0ZV7fFIRz6AaI
Tufts Beelzebubs,"['a cappella', 'college a cappella']",35,12672,4VsNVAxuPxZrJMWE2Tprtq
The Clef Hangers,"['a cappella', 'college a cappella']",29,8937,5wUTXZIMX0mn6MzFA13qfO
MC6 A Cappella,['a cappella'],30,5104,5aW5NLKodtseXdtlIgteBf
Hyannis Sound,['a cappella'],29,4697,4lEFWJCOBV28nMF30Kqr9p
On The Rocks,['a cappella'],32,9874,00IjdWQ46sSBP4gZYObAMx
The Harvard Opportunes,"['a cappella', 'college a cappella']",27,5047,2VyMwoZuuLbwsOjFVqw2O0
The Whiffenpoofs,"['a cappella', 'college a cappella']",27,6593,70kYiT1DhBuwkjGzASOeYV
Voices in Your Head,"['a cappella', 'college a cappella']",30,7045,44v8JgDySt9tkgfV3AWxBJ
Street Corner Symphony,['a cappella'],26,8956,1PvW2XdqUf53cllgpYv6Ge
University of Rochester YellowJackets,"['a cappella', 'college a cappella']",29,5455,5PdBpsZXvnEbbTe1589fMO
Rockapella,['a cappella'],30,15376,1AFSUleuDTapVhm5zUf4ix
Juxtaposition,"['a cappella', 'college a cappella']",25,3756,4wFqotuEhWL1ERKyIVnU9F
Vocal Spectrum,"['a cappella', 'barbershop', 'lds youth']",41,7887,20nWuvMfCct9xv73hRYO7O
Avi Kaplan,[],49,103139,179MtpbgyNgeNnwNVqnn4p
Avriel & the Sequoias,[],36,45628,1IzY8IYs4IsfJJnPHYPEjq
Da Vinci's Notebook,"['a cappella', 'barbershop', 'comic']",46,58797,4rIDY3ojaWd7Z9ky9SFc1g
Keiynan Lonsdale,[],43,48475,0tkkz8CmkHga4YZgSHEDVl
kirstin,['indie electropop'],41,23295,5DyZW81YAU4dHttoNjvXqi
Trixie Mattel,"['queer country', 'strut']",52,115110,33hAj1SghVYxDAxZxNDcyc
Messer,[],27,2687,4kOFcUhUaAuaSvpuZm02fG
Citizen Queen,[],43,41202,2z7BqfKvVlkr8KVAOTBKcz
KO,[],34,33150,4RPUSziPHrjcBUEfIUcb2I
Karliene,[],50,54206,6o0tlyxHJhnel5vkFMrdAN
Erutan,"['medieval folk', 'otacore']",52,76700,4eiYHJLlxeKQXAw0UDoXJl
Clamavi De Profundis,['middle earth'],51,57986,4d2UfcRE5XSsapO3kyzwdP
Malukah,['video game music'],52,87623,6qFEVczpjXakMuKcI5BBdc
Heather Dale,"['celtic', 'celtic rock', 'geek folk', 'medieval folk', 'shanty', 'steampunk']",42,21359,4NCKwyk9WVY6YI81tRQTLA
Evynne Hollens,[],48,23387,3nj3MfJCFFoKiRkAOW1R8c
Taylor Davis,"['bow pop', 'otacore', 'pop violin', 'scorecore']",54,174601,480xKab3lUPhBBnCzlzqIu
The Hound + The Fox,['indiecoustica'],51,21545,6KxrjoB8dMcRC295reb2Us
Simply Three,['bow pop'],53,154069,4ZZVk8undJqXJqQ1GHCTp2
Freya Catherine,['otacore'],42,10668,330qBHhQR9hG8Rj5v0oOog
Adriana Figueroa,['otacore'],53,55291,33YwE27uFjLjx0lAusgLYE
Leanne & Naara,"['opm', 'pinoy indie']",51,53510,2nZ18B9RTjJH56v2NTnNAI
Escala,"['bow pop', 'pop violin']",39,55287,20VIE9Okvl7RfmuCsVlwxb
David Garrett,"['bow pop', 'pop violin']",55,419942,33k6kPYIS5TgseAc70LZjy
Two Steps from Hell,"['epicore', 'soundtrack', 'video game music']",67,651324,2qvP9yerCZCS0U1gZU8wYp
Eklipse,"['bow pop', 'pop violin']",44,33099,6kART38d9tWb1yOcSO40YH
2CELLOS,"['bow pop', 'cello']",62,854801,6Fi8CHfO8WGtu3yO8c2Mc4
Bond,['pop violin'],43,89692,3G4zK7ipHdaAZkG6EBwIoW
Thomas Bergersen,"['epicore', 'soundtrack', 'video game music']",68,207733,6BF0bXbsdujMSMeFZBGcBq
William Joseph,"['classify', 'new age', 'operatic pop']",47,41925,0XfkH3kgVTy5EYdv0DzDCQ
Marcus Warner,['epicore'],49,26505,44HQ4cmv8MKMNHkPtXwZbQ
William Joseph & Lindsey Stirling,['pop violin'],30,1351,5VpyTzLuWMbReOGdB9bjiK
Jennifer Thomas,"['new age', 'new age piano']",42,23594,1rL7w1UIwu887SlCVYYMJW
The Treblemakers,"['a cappella', 'college a cappella', 'hollywood']",53,53002,1T81IFRFywCJW0SNWMv3T1
Riverdale Cast,[],56,553434,3famqI9bxiwLcAjRq3HuYl
Evermoist,[],44,3178,0vZ1OdTf7bFwf6ptvksvtX
Das Sound Machine,[],44,18187,3OIHrPeryKmEnrOHCh0x7a
Saddle Up,[],42,2233,1LPxNXrOt487OOQfO6aJtJ
Young Sparrow And DJ Dragon Nutz,[],42,799,5gZhQ7HEtlkPQiWyE44tCA
Ester Dean,[],55,48651,0v2Y5jwtcv8LiWNTRls1KM
Cast - Liv and Maddie,['social media pop'],56,54437,57CDYxWdpuotIR3uY5QzPy
Steven Sharp Nelson,"['christian relaxative', 'lds', 'slc indie']",48,36371,67CqEIMpWuNb6MnpTKjlFv
Brooklyn Duo,['classify'],57,140113,6wBOZ9D65AcqUlfKUqsQ7R
Daniel Jang,"['classify', 'pop violin']",57,131889,3MVrehTlNNnn06iUlj4axN
Midnite String Quartet,['bow pop'],48,28255,648dUUIlz7RSeg3O8CbTat
Brian Crain,"['new age', 'new age piano']",58,77292,6roo9MjIl9htSsX2Snnipb
Vitamin String Quartet,['bow pop'],64,580972,6MERXsiRbur2oJZFgYRDKz
Laura Sullivan,"['classify', 'new age', 'new age piano', 'sleep']",54,14904,2leLOUpqlp2g65Guf8IqEv
Yiruma,"['korean instrumental', 'neo-classical', 'new age piano']",69,895168,0fauHpmSHwodVYIjTqOGHz
Josh Vietti,"['bow pop', 'pop violin']",42,39363,1IQuA3YDUhUozBo7r30v1n
Voice Male,"['a cappella', 'christian a cappella', 'college a cappella', 'lds']",32,6793,4tfY4Ej43I6BJdGaWaQE2z
InsideOut A Cappella,"['a cappella', 'christian a cappella', 'lds']",32,9312,7JfS0b7q4eJVOoHb0ODKvM
Pitch Slapped,"['a cappella', 'college a cappella']",23,7220,7EH7jldX62OIsU1yU1SWE7
Hilary Weeks,"['lds', 'lds youth']",32,10138,18D6DEcWJAz67OWMXLh933
Rob Gardner,['lds'],33,5544,4Nxe6Ok9L0s7WViFxu8zVX
Tonic Sol-Fa,['a cappella'],28,4376,1Mjvv0iadHTTluGAoxIG9N
Lexi Walker,[],39,16232,6C2Jmyv6fdiRAbcadxmNtS
Cinematic Pop,[],41,18239,0fldjyAR3wsZmoToy8dDCQ
GENTRI,[],43,17042,4sk2zZdhVRMhb1BEtcxUKf
One Voice Children's Choir,"[""children's choir""]",54,87122,6R6DXuHYxkMv159D9OaS3C
The Nor'easters,"['a cappella', 'college a cappella']",34,13317,1aLfVgwt8eBrpvHcutWmqe
Adam Jacobs,"['broadway', 'hollywood', 'show tunes']",43,4217,5AmnFjIvQPCZJk3ES5kki4
DCappella,[],54,43485,0OCEtyF7fdc3UnUovFsvjm
SoCal VoCals,"['a cappella', 'college a cappella']",26,4851,5L30XpwHG77eWCZtelTns9
Nick Pitera,['viral pop'],39,22604,5AmCPokeOfMCMU9x0TLWNr
Scott & Ryceejo,[],35,5161,4gzDFnOg7ls7TE5Dgcq5Ro
Jared Halley,[],39,22968,7IvXFbdaAQEFyeB7SSEfCG
Madilyn,['viral pop'],42,342707,07r7OPIALkj6Icaoj4Kf5l
Meryl Streep,['hollywood'],67,73336,2HB65P72dFRiOKvbLLcil2
Hugh Jackman,"['hollywood', 'show tunes']",70,561194,5F1aoppMtU3OMiltO8ymJ2
Ayreon,"['celtic metal', 'dutch metal', 'metal', 'neo classical metal', 'neo-progressive', 'power metal', 'prog metal', 'progressive metal', 'sci-fi metal', 'symphonic metal']",48,130156,2RSApl0SXcVT8Yiy4UaPSt
Ben Fankhauser,"['broadway', 'hollywood', 'show tunes']",45,6634,46yt6WJsgzPiAtnCe809UV
Derek Klena,"['broadway', 'hollywood', 'show tunes']",49,6586,60AQf9DIGAbGpewI33bayw
Matthew Morrison,"['broadway', 'show tunes']",44,60109,3Fx1vJHj530oWC2AxnZq5z
Laura Osnes,"['broadway', 'show tunes']",44,11370,2TkSDFFCkyiMrHyL1a5BbF
Newsies Original Broadway Cast,"['broadway', 'show tunes']",47,10278,6yTc5YHDriVSWYq8vPA4Xi
Bring It On: The Musical - Original Broadway Cast,"['broadway', 'show tunes']",40,22445,5VbVlOyCYdM5ikZMoz3dRg
Ryan Breslin,[],32,81,0TcMyrefULXuhcB3vzomqJ
Andrew Keenan-Bolger,"['broadway', 'show tunes']",35,3082,135ECACgfPZyb5uPdfLNmp
Christy Altomare,"['broadway', 'hollywood', 'show tunes']",53,8746,789FjOfgnmP40E4Zdyj7F4
Sarah Charles Lewis,"['broadway', 'show tunes']",35,2385,7ehPOBoSf0XIYxQqylPskJ
John Bolton,"['broadway', 'hollywood', 'show tunes']",43,745,7LJcO64Zc3ISNqdKdLOaOB
Vanderbilt Melodores,['a cappella'],27,5907,7HkF8fT7TZlrQsjSgWUEXN
The Filharmonic,['a cappella'],31,14608,63QppfTaQHZpb8VhSlsvZz
Acoustikats,['a cappella'],19,2506,29ghBm1qNH8HTAxC0rA5wU
PH Paulo Henrique,['batidao romantico'],31,35594,342AijDRnJfDbo6KiAak3n
Elias Monkbel,['forro'],50,77587,5mFMTcmSFaMIkmHvXZUrVZ
Liene Show,[],36,17683,7uz4wLTv3GdRTHrMhlYQRD
Ruan Douglas,[],16,175,5hoU8mcrpJzoD2jPno3Cqh
Rod Bala,[],49,448,24rIgNARCQe7pFuEw9Do6R
Turma da Pisadinha,[],53,4753,6KBUMm2KCA5skrvDvxYqKM
Flaguim Moral,[],23,710,0ebz7lAYGUpZhHyKd9W95j
Jânio & Janil,[],22,516,2zFAXFvgiPGUNWbPeRstcg
Lucas e Nathan,[],2,96,65C8SJ9OyauwASFSLgAObN
Rener & Ruan,[],16,442,5eY8lwgyNlMzTQ2GjvkGUQ
Matheus & Tiago,[],9,63,2Url0vIuRjd2o198TBmHEE
Dudu e Vanilli,[],6,109,1758ZKUjI7YpOWfnEI4K9F
Gerson Albuquerque,[],11,123,02wnU3G3631BYsm4g2augC
Peddro Henrique,[],2,124,18tDNhuz90BomI3lGn8zf6
Léo & Vinicius,[],2,45,4gyINJ0syiuClZHOeGJxXU
Ygor & Matheus,[],16,85,2BAqPf4hsIHsEsCQjeSjcq
Bruto e Abeia,[],31,3202,6tNSquAkFUwwCraHzwCshH
Kaelzinho Ferraz,[],30,37882,3JahlD0vjH94rAAwcSI7ie
Weliton O Gordinho,"['batidao romantico', 'forro de favela']",35,18667,6nGLbk2FTxxQnyy1EeKwFP
Romildo Show,[],35,14148,4FzMw1nfqJ9udma4gIFytI
DJ Souza Original,"['funk mandelao', 'funk viral']",36,1452,2SANWJf1KwERlPe01uk75Q
DJ LK Simões,[],50,88,7bl5xV2kmLyDNDED4YlNHT
Mc Menor P,[],38,174,0wlgpSOs0IBuUZOf1mS184
DJ Glm,[],39,3203,3v8L6LM4QReZ7xQ1VpBqZl
Mirela Janis,[],29,6664,0vOGtEqktIMkVdE1fm37kV
LB Silvestre,"['funk carioca', 'funk viral']",22,121,13hs9tmd8yGOEbGIKALjqq
Mc Fazano,[],52,498,5w1nAbyHRxNRxjrhh7Lp1o
DJ Dn o Astro,[],51,191,1lqKo9SkOrpKcnxQlEYqeb
MC Kaique da VP,['funk viral'],58,2216,1edseOzmoKjzS0PijF7b0G
Anderson,[],31,389,1jcZ5ItoXmtHXuuX04FUrp
Soró Silva,['forro'],43,61343,2Kc6joEA18AC0T8vQzoVZc
Hélio dos Teclados e Tiago Pisadinha,['piseiro'],30,12732,2AvYheqyrYSW3YYyDNhvam
Fernando Pisadinha,"['forro', 'piseiro']",35,48292,0Vdjr3zx7BK0sXJNfqbJ1w
Tepg,['dream smp'],30,5432,0AsHrhnKe0LsrbCzHaKYWG
Halfy & Winks,['dream smp'],45,6700,0OeNCHz66yM6LBGhzq0thz
The Shiny Snivy,['dream smp'],27,2164,2mlcGRrBpIOpRAItXqnlhv
Alioof,['dream smp'],25,4238,5kLyCWrSBLDUCIShpU2qYS
Candlebard,['dream smp'],14,2873,4zGEmLJLle7hXRg10QQRQH
emmy curie,['dream smp'],24,1085,3n7F7PboAbk4g5J74HW8IJ
Unknown,['dream smp'],28,2312,4hALzk8nJkn6W6ftgC1qzI
Megan Shumway,['dream smp'],20,2115,1bYFbJx6HJ1vANUH5zwaVC
Dream,[],24,19818,3WbvL6WL5zTM1783AVS9mi
TypeHeat,['dream smp'],21,9495,55kFqCkq3PWt2vSacPf41Q
Technoblade,['dream smp'],35,133381,7gM9iL73aReNRwNAgq3KR1
Or3o,"['otacore', 'social media pop']",62,214579,3Tqz477C42DxC4UT7rk3yx
Wilbur Music,[],6,960,2L1pgttwrdOulKbhusVhvJ
Anthony Amorim,[],49,38830,1tt29X4uRBgHBhu9M1vEXM
Reinaeiry,['otacore'],47,36205,0CSvPQ4Atj6NEcmymnbx7B
Annapantsu,['otacore'],61,165664,1z6xb7fWEynx9m92JVA8ZR
leo.,[],52,15437,0YYWwSEUilM9sK1A12GSGC
Ratwyfe,[],38,8127,5OlARALdX4igefmFOROcjB
AJJ,"['acoustic punk', 'anti-folk', 'folk punk', 'indie pop']",59,199219,4IDpDJIDfK96HMLD4Tphyl
tea,"['lo-fi indie', 'lo-fi rap']",42,13794,1ZcMu6OqFhpbGBAkqwQ49x
Scruffpuppie,['lo-fi indie'],50,58271,4sfEJm0Dv8H6RFfeenNJEd
Blue Foster,[],40,11769,6bVGMtAf6mPtO1LWxUg1y5
Cyberbully Mom Club,"['indie garage rock', 'lo-fi indie', 'small room']",41,84519,5IZVaIBkyx1ivCXLfpeJXT
Starry Cat,"['anti-folk', 'indie garage rock', 'lo-fi', 'lo-fi indie', 'small room']",45,60779,7lKlhPmLxToffa6icA7vk3
Alibi Lounge,[],27,1043,3rw8q8H9pZKqYyO859cwyz
American Pleasure Club,"['lo-fi indie', 'small room']",42,27154,0HrOhPmbqaxsuRlfJ5SExg
american poetry club,"['long island punk', 'small room']",32,7492,60YWN7EYUFUjIRTx0bX5Lj
Wishing,"['lo-fi indie', 'small room']",38,27246,4SPlQqq2yxd4ynKRnkWqy7
Johnny Foreigner,"['electropowerpop', 'math pop']",27,10123,6cZKsPzeAAklHjbSe7fqEh
