artist,genres,popularity,followers,artist_id
Twenty One Pilots,"['modern rock', 'rock']",84,21532675,3YQKmKGau1PzlVlkL1iodx
The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",78,4066903,0epOFNiUfyON9EYx7Tpr6V
Bonez MC,"['german hip hop', 'hamburg hip hop']",78,1743017,1aS5tqEs9ci5P9KD9tZWa6
Leon Bridges,['modern blues'],75,1317940,3qnGvpP8Yth1AqSBMqON5x
Alesso,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'progressive electro house', 'tropical house']",77,3722402,4AVFqumd2ogHFlRbKIjp1t
Kid Cudi,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",85,5317115,0fA0VVWsXO9YnASrzqfmYu
Playboi Carti,"['atl hip hop', 'plugg', 'rap', 'trap']",87,5607097,699OTQXzgjhIYAHMy9RyPD
Rvssian,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",77,1553639,1fctva4kpRbg2k3v7kwRuS
21 Savage,"['atl hip hop', 'rap', 'trap']",88,10449578,1URnnhqYAYcrqrcwql10ft
Sam Fischer,"['alt z', 'australian pop', 'dance pop', 'pop', 'uk pop']",72,143446,6L1XC7NrmgWRlwAeLJvVtA
THE SCOTTS,[],64,181154,2PaZWGu5T5nHjY2xxAkFsT
Shirin David,"['frauenrap', 'german hip hop', 'german pop']",76,643799,0JBdTCGs111JKKYfLqOEBa
The Rolling Stones,"['british invasion', 'classic rock', 'rock']",81,11065418,22bE4uQ6baNwSHPVcDxLCe
Melanie Martinez,"['alt z', 'electropop', 'pop']",82,11992711,63yrD80RY3RNEM2YDpUpO8
Beyoncé,"['dance pop', 'pop', 'r&b']",86,29618609,6vWDO969PvNqNYHIOW5v0m
Banda MS de Sergio Lizárraga,"['banda', 'norteno', 'regional mexican']",82,13221409,2C6i0I5RiGzDKN9IAF8reh
Machine Gun Kelly,['ohio hip hop'],84,4176881,6TIYQ3jFPwQSRmorSezPxX
StaySolidRocky,['melodic rap'],65,155024,1XLWox9w1Yvbodui0SRhUQ
Luke Combs,"['contemporary country', 'country']",82,5859292,718COspgdWOnwOFpJHRZHS
IU,['k-pop'],76,5955364,3HqSLMAZ3g3d5poNaI7GOU
Adele,"['british soul', 'pop', 'pop soul', 'uk pop']",96,31702371,4dpARuHxo51G3z768sgnrY
Young T & Bugsey,"['afroswing', 'nottingham hip hop', 'uk hip hop']",66,280181,6M6XXCcO5gI68XpIlrUL3Z
6ix9ine,"['emo rap', 'rap']",75,6630169,7gZfnEnfiaHzxARJ2LeXrf
Kehlani,"['dance pop', 'pop', 'pop rap', 'r&b']",79,5275591,0cGUm45nv7Z6M6qdXYQGTX
Lil Tjay,"['brooklyn drill', 'melodic rap', 'nyc rap']",85,4193083,6jGMq4yGs7aQzuGsMgVgZR
Haftbefehl,['german hip hop'],68,544577,6ynopZPMBXcIGBI9M02Un5
Lil Durk,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']",88,3273851,3hcs9uc56yIGFCSy9leWe7
Sia,"['australian dance', 'australian pop', 'pop']",88,21611189,5WUlDfRSoLAfcVSX1WnrxN
Dark Polo Gang,"['italian hip hop', 'italian indie pop', 'trap italiana']",61,1262713,4CuMwzDzEdlUJMEna38VQ0
The Killers,"['alternative rock', 'dance rock', 'modern rock', 'permanent wave', 'rock']",79,6291290,0C0XlULifJtAgn6ZNCW2eu
Yandel,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",79,5443780,0eHQ9o50hj6ZDNBt6Ys1sD
Sleepy Hallow,"['brooklyn drill', 'nyc rap']",81,625340,6EPlBSH2RSiettczlz7ihV
Natalie Taylor,[],64,126764,2WxjxdeF7GGdcCK276qViY
S1mba,"['afroswing', 'uk hip hop']",62,51694,71jSVPQ6yskfyvWeiwvT5s
KC Rebell,"['german drill', 'german hip hop']",71,1119302,5p7mWeX4RlvqBCxylfiXdE
Lennon Stella,"['alt z', 'canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop', 'social media pop']",71,312365,1cZQSpDsxgKIX2yW5OR9Ot
Nio Garcia,"['latin', 'reggaeton', 'trap latino']",81,2520440,5hdhHgpxyniooUiQVaPxQ0
Pashanim,"['german alternative rap', 'german drill', 'german hip hop']",71,248805,34LetYSjEuG2fBb4Z8PwPg
jxdn,"['pop rap', 'social media pop']",72,877820,6Y64EaNqpqcZYTgs4c76gF
Jason Mraz,"['acoustic pop', 'neo mellow', 'pop', 'pop rock']",76,6373633,4phGZZrJZRo4ElhRtViYdl
Vance Joy,"['folk-pop', 'modern rock', 'pop', 'pop rock']",78,2498065,10exVja0key0uqUkk6LJRT
Agust D,['k-rap'],70,6585243,5RmQ8k4l3HZ8JoPb4mNsML
Morat,"['colombian pop', 'latin', 'latin pop']",81,4893657,5C4PDR4LnhZTbVnKWXuDKD
Alexander 23,"['alt z', 'pop']",69,240535,6sFHvCyqklnJpXC9Nh1aag
Niack,['funk carioca'],58,363857,5uYe4bcAXlMP7d4mrOYkML
TWICE,"['k-pop', 'k-pop girl group']",86,11496600,7n2Ycct7Beij7Dj7meI4X0
Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",89,18803969,2YZyLoL8N0Wb9xBt1NhZWg
James Brown,"['funk', 'motown', 'soul']",66,1832554,7GaxyUddsPok8BuhxN6OUW
The Game,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",74,3659344,0NbfKEOTQCcwd6o7wSDOHI
Killer Mike,"['alternative hip hop', 'atl hip hop', 'conscious hip hop', 'dirty south rap', 'escape room', 'old school atlanta hip hop', 'political hip hop', 'southern hip hop']",56,243017,2N4EYkIlG1kv25g6Wv8LGI
2Pac,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",81,11621263,1ZwdS5xdxEREPySFridCfh
Ludacris,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",78,2275099,3ipn9JLAPI5GUEo4y4jcoi
VIC MENSA,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap', 'trap', 'underground hip hop']",65,570147,27w1NoOLMX7tJMYqcetPyG
Harry Nach,"['trap chileno', 'trap latino']",68,153019,0NnUMWDCDi1snuMja6IdxH
Run The Jewels,"['alternative hip hop', 'escape room', 'hip hop', 'political hip hop']",65,941780,4RnBFZRiMLRyZy0AzzTg2C
Tedua,"['indie liguria', 'italian hip hop', 'rap genovese', 'trap italiana']",71,1258932,1AgAVqo74e2q4FVvg0xpT7
Jarabe De Palo,"['latin', 'latin alternative', 'latin pop', 'latin rock', 'rock en espanol', 'spanish pop', 'spanish rock']",69,1195936,5B6H1Dq77AV1LZWrbNsuH5
Tyla Yaweh,"['cali rap', 'melodic rap', 'pop rap', 'rap', 'trap']",68,395367,1MXZ0hsGic96dWRDKwAwdr
The Kid LAROI,['australian hip hop'],90,2962260,2tIP7SsRs7vjIcLrU85W8J
NLE Choppa,['memphis hip hop'],80,3790252,0ErzCpIMyLcjPiwT4elrtZ
Shablo,['italian hip hop'],66,42484,6hkKbkZGvAXuvle2FhCnxy
Nea,['scandipop'],67,39990,7nqlScm2smydSRl13eaP8E
Conkarah,['jawaiian'],57,68255,7vPGzgDg3qGUY5bWtrO3K4
Jawsh 685,['nz pop'],70,103165,56mfhUDKa1vec6rSLZV5Eg
Passenger,"['folk-pop', 'neo mellow', 'pop', 'pop rock']",74,2878572,0gadJ2b9A4SKsB1RFkBb66
Peach Tree Rascals,"['alternative r&b', 'chill r&b', 'indie r&b', 'pop']",64,185814,0imE3buPhAowREqCrr4CYe
Wallows,"['indie pop', 'modern rock', 'pop']",74,2107889,0NIPkIjTV8mB795yEIiPYL
Zoe Wees,['german pop'],73,265319,03d2mJXSMtuPI0nIvLnhoS
Bilal Wahib,"['dutch pop', 'dutch rap pop']",67,42762,5wV3FoaNbDB6X9INuQvs1K
Curtis Waters,[],59,71152,2JbE7jUIGtpXSzytnyMg6U
Irama,"['italian adult pop', 'italian pop']",66,1608211,5iot8OPcosJN9nCl7I5SdK
Jay Wheeler,"['latin', 'reggaeton', 'trap latino']",81,2131317,2cPqdH7XMvwaBJEVjheH8g
BLACKPINK,"['k-pop', 'k-pop girl group']",84,26619108,41MozSoPIsD1dJM0CLPjZF
Miksu / Macloud,['german hip hop'],67,36374,76dRoxKtDwYkgCQePok9cU
Bring Me The Horizon,"['melodic metalcore', 'metalcore', 'rock', 'uk metalcore']",79,4131578,1Ffb6ejR6Fe5IamqA5oRUF
Mc Zaac,"['funk carioca', 'funk pop']",63,1579165,76Xa625geVw0Q7BdyxNjA2
6LACK,"['alternative r&b', 'atl hip hop', 'hip hop', 'melodic rap', 'r&b', 'rap', 'trap']",80,3238291,4IVAbR2w4JJNJDDRFP3E83
Aya Nakamura,"['basshall', 'francoton']",73,3177814,7IlRNXHjoOCgEAWN5qYksg
Charlie Puth,"['dance pop', 'pop', 'viral pop']",81,14590105,6VuMaDnrHyPL1p4EHjYLi7
VIZE,"['dance pop', 'edm', 'german dance', 'pop dance', 'slap house', 'tropical house']",76,153788,09agIJMxCD2k87ys9Al0f0
Boomdabash,"['italian adult pop', 'italian pop', 'italian reggae']",63,572885,4mAsWDGLUIEdo6imU77WG6
Oasis,"['beatlesque', 'britpop', 'madchester', 'permanent wave', 'rock']",79,6821621,2DaxqgrOhkeH0fpeiQq2f4
iann dior,"['melodic rap', 'pop rap']",83,1408492,6ASri4ePR7RlsvIQgWPJpS
Kanye West,"['chicago rap', 'rap']",94,15770531,5K4W6rqBFWDnAN6FQUkS6x
WILLOW,"['afrofuturism', 'dance pop', 'electropop', 'pop', 'post-teen pop']",82,1856720,3rWZHrfrsPBxVy692yAIxF
Juanfran,"['dominican pop', 'pop reggaeton', 'urbano espanol']",58,120560,7zY0DMisq1oYXvNNgGwHBY
Ty Dolla $ign,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",87,4011254,7c0XG5cIJTrrAgEC3ULPiq
Bozza,"['german hip hop', 'german underground rap']",61,49772,4WoSAKuoaPxrbwp3Y1PvKb
Boef,['dutch hip hop'],68,991452,0Jsk5iYMr5aNjHury7blm1
Lynyrd Skynyrd,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'southern rock']",73,3742096,4MVyzYMgTwdP7Z49wAZHx0
Miley Cyrus,"['dance pop', 'pop', 'post-teen pop']",85,16727815,5YGY8feqx7naU7z4HrwZM6
"Earth, Wind & Fire","['disco', 'funk', 'jazz funk', 'motown', 'quiet storm', 'soul']",76,3218160,4QQgXkCYTt3BlENzhyNETg
Eagles,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",78,7386104,0ECwFtbIWEVNwjlrfc6xoL
Red Velvet - IRENE & SEULGI,['k-pop'],58,489704,6bwp9ObI8FWvMPCIWVBmhl
Dixie,['social media pop'],63,1020412,3DKkhRCGOG4e8IUPYFPfWs
Kane Brown,"['black americana', 'contemporary country', 'country road']",78,3742187,3oSJ7TBVCWMDMiYjXNiCKE
Summer Walker,"['pop', 'r&b']",85,2900024,57LYzLEk2LcFghVwuWbcuS
Zara Larsson,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house']",78,9483766,1Xylc3o4UrD53lo9CvFvVg
YG,"['cali rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",78,2719254,0A0FS04o6zMoto8OKPsDwY
Tate McRae,"['alt z', 'dance pop', 'pop', 'post-teen pop']",82,2058966,45dkTj5sMRSjrmBSBeiHym
Joel Corry,"['dance pop', 'pop', 'pop dance', 'tropical house', 'uk dance']",81,232922,6DgP9otnZw5z6daOntINxp
DJ Khaled,"['hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",80,6739417,0QHgL1lAIqAw0HtD7YldmP
Danna Paola,"['latin', 'latin pop', 'latin viral pop', 'mexican pop', 'pop']",78,3345958,5xSx2FM8mQnrfgM1QsHniB
El Alfa,"['dembow', 'latin', 'rap dominicano', 'reggaeton', 'trap latino']",80,1935166,2oQX8QiMXOyuqbcZEFsZfm
Headie One,['uk hip hop'],71,356938,6UCQYrcJ6wab6gnQ89OJFh
One Direction,"['boy band', 'pop', 'post-teen pop', 'talent show']",87,23963551,4AK6F7OLvEQ5QYCBNiQWHq
JEON SOMI,['k-pop'],73,1010453,7zYj9S9SdIunYCfSm7vzAR
Logic,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",81,5561580,4xRYI6VqpkE3UwrDrAZL8L
Trueno,"['argentine hip hop', 'bases de freestyle', 'trap argentino', 'trap latino']",81,2555547,2x7PC78TmgqpEIjaGAZ0Oz
Jason Derulo,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",84,10396629,07YZf4WDAMNwqr4jfgOZ8y
Ski Mask The Slump God,"['miami hip hop', 'rap', 'underground hip hop']",80,4619356,2rhFzFmezpnW82MNqEKVry
KitschKrieg,"['german hip hop', 'german pop', 'hamburg hip hop']",64,173425,5tHiL8SKSaZGMBUPIiSmX4
AC/DC,"['australian rock', 'hard rock', 'rock']",83,21472061,711MCceyCBcFnzjGY4Q7Un
A$AP Ferg,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",76,3165072,5dHt1vcEm9qb8fCyLcB3HL
BØRNS,"['modern alternative rock', 'modern rock', 'pop']",71,1053379,1KP6TWI40m7p3QBTU6u2xo
Rocco Hunt,"['italian hip hop', 'italian pop', 'pop virale italiano', 'rap napoletano']",72,1228259,0L1f9i3L3fkMNENljDOsjG
Jowell & Randy,"['latin', 'latin hip hop', 'perreo', 'reggaeton', 'reggaeton flow', 'trap latino']",73,3129682,4IMAo2UQchVFyPH24PAjUs
Jonas Esticado,"['forro', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",65,1428763,22jNvLBrXGKr4CcV2tw8Ag
Saweetie,"['cali rap', 'dance pop', 'pop', 'pop rap', 'r&b', 'trap queen']",81,1409236,6cK3NBO6uP7hh0oyuVELFl
David Guetta,"['big room', 'dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",89,23515178,1Cs0zKBU1kc0i8ypK3B9ai
Aminé,"['hip hop', 'pop', 'portland hip hop', 'rap', 'underground hip hop']",77,1696341,3Gm5F95VdRxW3mqCn8RPBJ
Glass Animals,"['gauze pop', 'indietronica', 'shiver pop']",85,2214409,4yvcSjfu4PC0CYQyLy4wSq
twocolors,"['dance pop', 'edm', 'pop dance', 'pop edm', 'tropical house']",67,40901,7ACEUD7UsmmXrnj4OLt8f9
Labrinth,"['indie poptimism', 'pop']",80,1758537,2feDdbD5araYcm6JhFHHw7
Hwa Sa,"['k-pop', 'korean mask singer']",68,2386963,7bmYpVgQub656uNTu6qGNQ
Super Yei,"['latin', 'reggaeton', 'reggaeton flow', 'trap latino']",66,310978,6HqgxkTt9KGyt27zYrwVan
Morgan Wallen,['contemporary country'],84,2574495,4oUHIQIBe0LHzYfvXNW4QM
Alicia Keys,"['hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",80,9213125,3DiDSECUqqY1AuBP8qtaIa
Internet Money,"['rap', 'trap']",78,521177,6MPCFvOQv5cIGfw3jODMF0
Linkin Park,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",85,20540955,6XyY86QOPPrYVGvF9ch6wz
BANNERS,"['indie poptimism', 'modern rock', 'pop', 'pop rock']",71,450929,4qWnlmXWuGv2TtuxtIWlJX
The Neighbourhood,"['modern alternative rock', 'modern rock', 'pop']",85,7417709,77SW9BnxLY8rJ0RciFqkHh
Jerry Di,"['cubaton', 'dominican pop', 'latin', 'pop venezolano', 'reggaeton', 'reggaeton flow', 'trap latino']",66,183635,7f02bxFbZIOVdSbYRNYvLT
Kofs,"['francoton', 'french hip hop', 'pop urbaine', 'rap francais', 'rap marseille']",70,275036,5RaQ9nmVGoTye2SI76x3yw
Manuel Turizo,"['colombian pop', 'latin', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino']",83,8552006,0tmwSHipWxN12fsoLcFU3B
Bausa,['german hip hop'],69,976194,13bDjug9N0pyv3ZUINjkDV
Kim Loaiza,['reggaeton mexicano'],65,2491500,1QivQCLVipV61DiQiyV14A
Pharrell Williams,['pop rap'],81,3729023,2RdwBSPQiwcmiDo9kixcl8
Lukas Graham,"['danish pop', 'pop', 'scandipop']",75,1888182,25u4wHJWxCA9vO0CzxAbK7
Clean Bandit,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance', 'uk funky']",79,4575714,6MDME20pz9RveH9rEXvrOM
KHEA,"['argentine hip hop', 'trap argentino', 'trap latino', 'trap triste']",78,3548521,4m6ubhNsdwF4psNf3R8kwR
Manu Gavassi,"['funk carioca', 'nova mpb', 'pop', 'pop lgbtq+ brasileira', 'pop nacional', 'post-teen pop']",63,677337,6xF3XdxG7VHRmQmTJxRqX8
Bea Miller,"['alt z', 'dance pop', 'electropop', 'indie poptimism', 'modern rock', 'pop', 'post-teen pop', 'talent show']",75,2522214,1o2NpYGqHiCq7FoiYdyd1x
Cordae,"['dmv rap', 'hip hop', 'pop rap', 'rap', 'trap', 'underground hip hop', 'vapor trap']",72,1587320,0huGjMyP507tBCARyzSkrv
Big Sean,"['detroit hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",83,9032442,0c173mlxpT3dSFRgMO8XPh
Jaden,"['hip hop', 'pop', 'rap']",75,1683468,0xOeVMOz2fVg5BJY3N6akT
Disclosure,"['house', 'pop', 'uk dance']",76,1975490,6nS5roXSAGhTGr34W6n7Et
Ir Sais,"['basshall', 'dominican pop', 'dutch hip hop', 'dutch rap pop', 'ritmo kombina']",64,67421,4NEThNYJ3WyNcJWcmpjq88
WhoHeem,['viral rap'],54,26568,5KYEMMz9O9iLIESifKAEOp
Lil Peep,"['emo rap', 'lgbtq+ hip hop']",86,8237211,2kCcBybjl3SAtIcwdWpUe3
Hozier,"['irish singer-songwriter', 'pop']",81,4953589,2FXC3k01G6Gw61bmprjgqS
RBD,"['latin', 'latin pop', 'pop']",70,1243356,7cjh6y0V9SsyCrWSXTzwOs
salem ilese,"['alt z', 'modern indie pop', 'social media pop']",67,150215,3QJUFtGBGL05vo0kCJZsmT
Master KG,['south african house'],65,271893,523y9KSneKh6APd1hKxLuF
Farruko,"['latin', 'reggaeton', 'trap latino']",90,11497758,329e4yvIujISKGKz1BZZbO
Os Barões Da Pisadinha,"['forro', 'piseiro']",80,5197716,5Lv2GUVwqmQBPwrTrxucE5
Mc Jacaré,"['funk 150 bpm', 'funk carioca', 'trap funk']",59,75720,6qrqAYlS6lUj2BVXax7SZW
Money Man,"['memphis hip hop', 'rap', 'southern hip hop', 'trap']",73,383377,3Rx4PJ7SP6unkOk5elPUK7
Vedo,"['chill r&b', 'pop', 'pop r&b', 'pop rap', 'r&b']",69,288716,3wVXTWabe3viT0jF7DfjOL
Matuê,"['r&b brasileiro', 'rap cearense', 'trap brasileiro']",77,3886675,5nP8x4uEFjAAmDzwOEc9b8
Mr Eazi,"['afro dancehall', 'afropop', 'ghanaian hip hop', 'nigerian pop', 'swedish dancehall']",69,544809,4TAoP0f9OuWZUesao43xUW
Freeze corleone,['drill francais'],68,431084,76Pl0epAMXVXJspaSuz8im
Ofenbach,"['dance pop', 'edm', 'electro house', 'new french touch', 'pop', 'pop dance', 'tropical house']",75,453562,4AKwRarlmsUlLjIwt38NLw
Alonestar,[],48,3281,1kwi1Q7X4jPTkHTgayxKhS
Ritt Momney,"['bedroom pop', 'indie pop']",66,106518,7MPGCB854Qo4alYMOPkBka
Stray Kids,"['k-pop', 'k-pop boy group']",82,6272720,2dIgFjalVxs4ThymZ67YCE
Lele Pons,"['latin pop', 'viral pop']",67,881827,6i3DxIlAqnDkwELLw4aVrx
Ashnikko,"['alt z', 'electropop', 'escape room', 'pop']",76,1482355,3PyJHH2wyfQK3WZrk9rpmP
Damso,"['belgian hip hop', 'french hip hop', 'pop urbaine', 'rap belge', 'rap conscient']",76,3285949,2UwqpfQtNuhBwviIC0f2ie
Keith Urban,"['australian country', 'australian pop', 'contemporary country', 'country', 'country road']",74,4442001,0u2FHSq3ln94y5Q57xazwf
Gentleman,"['cologne hip hop', 'german hip hop', 'german reggae', 'reggae fusion']",63,436139,5tlNJfV9UIpgnbWmvUEFu7
Ultimo,"['italian adult pop', 'italian pop']",72,2541792,3hN3iJMbbBmqBSAMx5veDa
ZAYN,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",80,18078149,5ZsFI1h6hIdQRw2ti0hz81
Jennifer Lopez,"['dance pop', 'pop', 'pop rap', 'urban contemporary']",78,11023613,2DlGxzQSjYe5N6G9nkYghR
Fleetwood Mac,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",82,7477172,08GQAI4eElDnROBrJRGE0X
MC Rogerinho,"['batidao romantico', 'funk carioca', 'sertanejo pop']",69,327055,5JbQpbeFaKfuZVFzKwaawP
Dilsinho,"['pagode', 'pagode novo']",78,3257362,4NUePmzDvCYqilXBFa91Hg
Clairo,"['bedroom pop', 'indie pop', 'pop']",80,2946087,3l0CmX0FuQjFxr8SK7Vqag
Bryson Tiller,"['kentucky hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'trap']",82,5288744,2EMAnMvWE2eb56ToJVfCWs
BLOODY VINYL,"['italian hip hop', 'trap italiana']",59,127400,0VitAFMCI2apQxKzDjg1PU
Wisin,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",82,7279354,3E6xrwgnVfYCrCs0ePERDz
Van Halen,"['album rock', 'classic rock', 'hard rock', 'metal', 'rock']",74,4366078,2cnMpRsOVqtPMfq7YiFE6K
Bebe Rexha,"['dance pop', 'electropop', 'pop', 'post-teen pop']",81,6859845,64M6ah0SkkRsnPGtGiRAbb
13 Organisé,"['francoton', 'french hip hop', 'pop urbaine']",61,149565,19u3RGWKsjmbg9eI6zAiNp
Ezhel,"['turkish hip hop', 'turkish trap']",76,4192162,6LnJKrtFnTEGdbWQ2riWCL
Usher,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'south carolina hip hop', 'urban contemporary']",82,9225283,23zg3TcAtWQy7J6upgbUnj
Fousheé,['indie r&b'],67,130954,6trIghKwHRUyxwvm66HLHH
Lana Del Rey,"['art pop', 'pop']",86,14664450,00FQb4jTyendYWaN8pK0wa
Nelly Furtado,"['canadian latin', 'canadian pop', 'dance pop', 'pop', 'pop rap']",77,2867655,2jw70GZXlAI8QzWeY2bgRc
CORPSE,"['dream smp', 'social media pop', 'viral rap']",74,1974029,7yntSJ6uojO3z6GFUVwhAW
Sebastian Yatra,"['colombian pop', 'latin', 'reggaeton colombiano']",84,17285093,07YUOmWljBTXwIseAUd9TW
Cali Y El Dandee,"['champeta', 'colombian pop', 'electro latino', 'latin', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino']",75,3321024,5DUlefCLzVRzNWaNURTFpK
HVME,['slap house'],73,46089,2o08sCWF5yyo2G4DCiT7T9
Tiësto,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']",85,6044911,2o5jDhtHVPhrJdv3cEQ99Z
Octavian,"['afroswing', 'london rap', 'uk alternative hip hop', 'uk hip hop']",62,219919,5zfEatKLDdRkgbw6sdLBAQ
CJ,['nyc rap'],71,196314,7arQA31aZVS8yS6zUveWzb
DDG,"['pop rap', 'rap', 'trap']",69,582025,0WK3H9OErSn5zKOkOV5egm
Pink Sweat$,"['bedroom soul', 'chill r&b', 'pop']",76,1106716,1W7FNibLa0O0b572tB2w7t
Sfera Ebbasta,"['italian hip hop', 'italian pop', 'trap italiana']",79,4568839,23TFHmajVfBtlRx5MXqgoz
Busta Rhymes,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap']",75,1913655,1YfEcTuGvBQ8xSD1f53UnK
Michael Jackson,"['pop', 'r&b', 'soul']",84,20820702,3fMbdgg4jU18AjLCKBhRSm
Becky G,"['dance pop', 'latin', 'latin pop', 'latin viral pop', 'pop', 'rap latina', 'reggaeton', 'trap latino']",82,10739799,4obzFoKoKRHIphyHzJ35G3
Ray Parker Jr.,['disco'],61,54150,0NyzfcGDZZ6GM25EBG9BYK
"Bobby ""Boris"" Pickett","['halloween', 'novelty']",56,15639,42MRYPhQfcEXqb18dl5ERX
The Citizens of Halloween,['halloween'],58,11997,164hs3x1Tsp3FgJWNHee1r
Rockwell,[],68,31117,3xs0LEzcPXtgNfMNcHzLIP
Rihanna,"['barbadian pop', 'dance pop', 'pop', 'pop rap', 'urban contemporary']",90,46016045,5pKCCKE2ajJHZ9KAiaK11H
Blue Öyster Cult,"['album rock', 'art rock', 'classic rock', 'hard rock', 'metal', 'rock', 'soft rock']",65,1162424,00tVTdpEhQQw1bqdu8RCx2
Stevie Wonder,"['adult standards', 'funk', 'indie r&b', 'motown', 'quiet storm', 'soul']",79,5370646,7guDJrEfX3qb6FEbdPA5qi
The Cranberries,"['irish rock', 'pop rock', 'rock']",75,2669099,7t0rwkOPGlDPEhaOcVtOt9
Eurythmics,"['art rock', 'dance rock', 'disco', 'europop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'sophisti-pop', 'synthpop']",70,1414807,0NKDgy9j66h3DLnN8qu1bB
Mariah Carey,"['dance pop', 'pop', 'urban contemporary']",85,7236130,4iHNK0tOyZPYnBU7nGAgpQ
Douglas & Vinicius,['sertanejo pop'],64,73216,7M83IzPXGA4ClZJ5reW2Ro
grandson,"['modern alternative rock', 'modern rock', 'rock']",73,951061,4ZgQDCtRqZlhLswVS6MHN4
C. Tangana,['urbano espanol'],79,1646758,5TYxZTjIPqKM8K8NuP9woO
System Of A Down,"['alternative metal', 'nu metal', 'rap metal', 'rock']",79,7730534,5eAWCfyUhZtHHtBdNk56l1
Mike WiLL Made-It,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",69,1324263,0NWbwDZY1VkRqFafuQm6wk
Booba,"['francoton', 'french hip hop', 'old school rap francais', 'pop urbaine', 'rap conscient']",74,2295355,58wXmynHaAWI5hwlPZP3qL
King Von,['chicago rap'],77,1429169,6QtgPSJPSzcnn7dPZ4VINp
Wham!,"['disco', 'europop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",78,1749738,5lpH0xAS4fVfLkACg9DAuM
Coldplay,"['permanent wave', 'pop']",91,32933021,4gzpq5DPGxSnKTe4SA8HAU
Michael Bublé,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",87,4868149,1GxkXlMwML1oSg5eLPiAz3
Brenda Lee,"['adult standards', 'brill building pop', 'vocal jazz']",75,239509,4cPHsZM98sKzmV26wlwD2W
Bobby Helms,[],74,22368,38EmEgXkgK51MT2tPY0EoC
Andy Williams,"['adult standards', 'brill building pop', 'easy listening']",76,394105,4sj6D0zlMOl25nprDJBiU9
Kelly Clarkson,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'talent show']",81,8234196,3BmGtnKgCSGYIUhmivXKWX
Arctic Monkeys,"['garage rock', 'permanent wave', 'rock', 'sheffield indie']",86,13166342,7Ln80lUS6He07XvHI8qqHH
