"track_id","Artist","Track.Name","top.rank","total.plays","average.daily.plays","days.in.chart","artist_id","followers","genres","popularity","energy","liveness","tempo","speechiness","acousticness","instrumentalness","danceability","key","duration_ms","loudness","mode","valence"
"1x5sYLZiu9r5E43kMlt9f8","Clean Bandit","Symphony (feat. Zara Larsson)",71,88490330,675498.702290076,131,"6MDME20pz9RveH9rEXvrOM",2053072,"[u'dance pop', u'edm', u'pop', u'post-teen pop', u'tropical house', u'uk funky']",85,0.629,0.138,122.863,0.0563,0.259,1.6e-05,0.707,0,212459,-4.581,0,0.457
"1XBc4r6ltXjkFJBrsttwIF","Brenda Lee","Rockin' Around The Christmas Tree - Single Version",53,10658002,888166.833333333,12,"4cPHsZM98sKzmV26wlwD2W",102925,"[u'adult standards', u'brill building pop', u'christmas']",80,0.402,0.463,139.752,0.0599,0.703,0,0.691,8,125827,-12.149,1,0.844
"1XM5PgxjpYcF0JuE9nfUbS","Sebastian Yatra","Por Perro",72,129220900,812710.062893082,159,"07YUOmWljBTXwIseAUd9TW",5136018,"[u'colombian pop']",86,0.762,0.0759,172.017,0.0565,0.419,0,0.685,0,245360,-5.147,1,0.905
"1xndOD8CreR5ctkOv5G1LN","Dj Kass","Scooby Doo Pa Pa",88,15320735,729558.809523809,21,"431Pb5EV8KsCBGTw96ZTQ4",25041,"[u'chilean hardcore']",59,0.754,0.122,120.939,0.239,0.0396,0.00154,0.91,10,145972,-2.573,0,0.63
"1XRgIKC5TPwo7nWGyKqgG0","Gucci Mane","I Get The Bag (feat. Migos)",102,59427304,660303.377777778,90,"13y7CgLHjMVRMDqxdx0Xdo",2429510,"[u'atl hip hop', u'dirty south rap', u'hip hop', u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap music']",89,0.633,0.0993,139.948,0.168,0.0232,0.000343,0.89,11,233087,-5.475,1,0.425
"1xWH8zYtDeS9mW1JJG23VZ","Ariana Grande","R.E.M",25,15628733,976795.8125,16,"66CXWjxzNUsdJxJ2JdwvnR",22351014,"[u'dance pop', u'pop', u'post-teen pop']",98,0.485,0.118,80.022,0.15,0.375,1.47e-05,0.831,10,245667,-6.677,0,0.622
"1xy4apMFecGGkgBeaHFZ2M","Lauv","Chasing Fire",96,24249107,692831.628571429,35,"5JZ7CnR6gTvEMKX4g70Amv",848721,"[u'dance pop', u'electropop', u'pop', u'post-teen pop']",84,0.562,0.217,125.965,0.0724,0.0449,0,0.709,5,205267,-4.864,1,0.386
"1xYpVRspgaLxdJLOTQkTjg","Travis Scott","STOP TRYING TO BE GOD",10,29028703,1036739.39285714,28,"0Y5tJX1MQlPlqiwlOH1tJY",4203439,"[u'pop', u'rap']",96,0.567,0.135,150.009,0.0628,0.221,0,0.588,4,338438,-3.738,0,0.113
"1xznGGDReH1oQq0xzbwXa3","Drake","One Dance",50,183312701,666591.64,275,"3TVXtAsR1Inumwj472S9r4",31358122,"[u'canadian hip hop', u'canadian pop', u'hip hop', u'pop rap', u'rap']",100,0.619,0.351,103.989,0.0532,0.00784,0.00423,0.791,1,173987,-5.886,1,0.371
"1yHdfeCpeKPmSzQdfqHtq8","Quavo","SHINE",117,853552,853552,1,"0VRj0yCOv2FXJNP47XQnx5",2398668,"[u'atl hip hop', u'pop', u'pop rap', u'rap', u'trap music']",90,0.612,0.157,165.023,0.384,0.0487,0,0.865,4,163824,-6.316,1,0.607
"1YmF9PvLhIISIANoMLIYGq","A$AP Rocky","A$AP Forever",53,18083336,821969.818181818,22,"13ubrt8QOOCPljQ2FL1Kca",4803323,"[u'east coast hip hop', u'hip hop', u'pop', u'pop rap', u'rap', u'trap music']",88,0.78,0.13,125.999,0.122,0.224,0,0.469,10,233061,-6.49,0,0.444
"1YNQscOx6OqBQjxgJVhEeW","Rita Ora","Girls (feat. Cardi B, Bebe Rexha & Charli XCX)",47,52686172,924318.807017544,57,"5CCwRZC6euC8Odo6y9X8jr",3313205,"[u'dance pop', u'edm', u'pop', u'post-teen pop', u'r&b', u'tropical house']",85,0.69,0.104,94.028,0.0524,0.0164,0,0.728,8,221153,-4.344,0,0.415
"1yQvL8SzbF5JCroRKk9F07","Lil Baby","Belly (Lil Baby & Gunna)",92,1059863,1059863,1,"5f7VJjfbwm532GiveGC0ZK",1291092,"[u'atl hip hop', u'atl trap', u'rap', u'trap music']",92,0.692,0.0846,120.011,0.0915,0.192,0,0.766,5,191724,-5.312,0,0.446
"1yxgsra98r3qAtxqiGZPiX","Travis Scott","BUTTERFLY EFFECT",30,142737320,720895.555555556,198,"0Y5tJX1MQlPlqiwlOH1tJY",4203439,"[u'pop', u'rap']",96,0.598,0.112,140.987,0.0539,0.0714,0,0.763,11,190678,-6.865,1,0.182
"1yYzuNd0KRyHVJ3NH8apBt","Mac Miller","Donald Trump",57,2501982,833994,3,"4LLpKhyESsyAXpc4laK94U",2868811,"[u'hip hop', u'pop rap', u'rap']",86,0.898,0.449,162.974,0.119,0.128,0,0.632,1,164587,-7.364,0,0.797
"1YZfcVLbbJwfizR5cDOp3q","Migos","MotorSport",30,97362008,893229.431192661,109,"6oMuImdp5ZcFhWP0ESe6mG",8097451,"[u'atl hip hop', u'pop', u'rap', u'trap music']",87,0.529,0.179,138.003,0.191,0.0519,0,0.901,2,307660,-4.443,1,0.146
"1YzlPeHWPU0JeM0u4ya5zj","Salmo","90MIN",85,2824330,706082.5,4,"3hBQ4zniNdQf1cqqo6hzuW",1032703,"[u'italian hip hop', u'italian underground hip hop']",82,0.675,0.842,122.224,0.301,0.035,0,0.715,1,231907,-7.657,1,0.535
"1ZEm9cJC05rawV2tptNfTS","Nicki Minaj","Bed (feat. Ariana Grande)",21,115384486,1357464.54117647,85,"0hCNtLu0JehylgoiP8L4Gh",13790129,"[u'dance pop', u'hip pop', u'pop', u'pop rap']",95,0.714,0.131,118.611,0.258,0.0551,0.00013,0.589,7,189360,-6.308,1,0.42
"1ZemPoaj7LBj1RAQrb89EC","Post Malone","Blame It On Me",22,34613261,1236187.89285714,28,"246dkjvS1zLTtiykXe5h60",9978894,"[u'pop', u'rap']",97,0.587,0.149,121.838,0.0421,0.135,1.07e-05,0.651,11,261800,-7.307,0,0.317
"1Znlc3UZAbSodFaMBjdpsX","XXXTENTACION","love yourself (interlude)",85,4409147,734857.833333333,6,"15UsOTVnJzReFVN1VCnxy4",9514880,"[u'emo rap', u'miami hip hop']",99,0.338,0.529,120.053,0.109,0.674,0.000375,0.746,11,48423,-13.472,0,0.469
"1ZPpGPko8oULTmi34rozMh","BTS","Trivia 轉 : Seesaw",101,2581106,645276.5,4,"3Nrfpe0tUJi4K4DXYWgMUX",8375810,"[u'k-pop']",90,0.791,0.102,106.985,0.035,0.181,0,0.707,5,246334,-4.481,0,0.678
"1zsG4eaZmkA1dvjDDsAGLK","Luis Fonsi","Échame La Culpa",5,339514670,1438621.48305085,236,"4V8Sr092TqfHkfAA5fXXqG",4726067,"[u'dance pop', u'latin', u'latin pop', u'pop']",85,0.895,0.097,96.022,0.0411,0.0322,0,0.724,7,173720,-3.617,1,0.64
"209gZgcfLq2aUuu51vOWBl","CNCO","Hey DJ",175,3417730,488247.142857143,7,"0eecdvMrqBftK0M1VKhaF4",4899118,"[u'boy band', u'latin', u'latin pop', u'pop', u'reggaeton', u'tropical']",80,0.819,0.389,89.98,0.0867,0.0309,0,0.792,5,205520,-5.418,1,0.433
"20MuVazoNMv6xjKPnRFOxG","Travis Scott","WAKE UP",11,34722274,1052190.12121212,33,"0Y5tJX1MQlPlqiwlOH1tJY",4203439,"[u'pop', u'rap']",96,0.645,0.163,149.07,0.0963,0.192,0,0.741,11,231964,-5.116,0,0.488
"22eADXu8DfOAUEDw4vU8qy","Chris Jeday","Ahora Dice",130,16611220,593257.857142857,28,"0qTZZWLzuD59Un5r1speHm",702972,"[u'latin', u'latin hip hop', u'reggaeton flow', u'trap latino', u'tropical']",70,0.693,0.129,143.965,0.138,0.246,0,0.708,6,271080,-5.516,1,0.427
"22mQXNE0nCuWq4yOwcadIn","Jennifer Lopez","Dinero",200,614841,614841,1,"2DlGxzQSjYe5N6G9nkYghR",5758562,"[u'dance pop', u'pop', u'post-teen pop', u'r&b', u'urban contemporary']",80,0.881,0.292,127.759,0.342,0.41,7.61e-06,0.721,8,213750,-2.528,1,0.643
"22oEJW6r2rMb9z4IntfyEa","Panic! At The Disco","Hey Look Ma, I Made It",98,3420379,684075.8,5,"20JZFwl6HVl6yg8a4H3ZqK",5732423,"[u'emo', u'modern rock', u'pop punk']",88,0.833,0.121,107.936,0.0695,0.0137,0,0.577,5,169667,-3.337,1,0.58
"22ppznuzVF9LKamaaqMMqu","Eleni Foureira","Fuego",115,3318504,663700.8,5,"39E15l8zeCDYpSZwFNX4G2",32636,"[u'laiko']",61,0.758,0.606,101.037,0.117,0.0648,0,0.589,11,183676,-4.578,0,0.589
"22ryCgQttpV7oCrn7llGRu","BTS","Magic Shop",76,4698451,783075.166666667,6,"3Nrfpe0tUJi4K4DXYWgMUX",8375810,"[u'k-pop']",90,0.661,0.0779,149.926,0.0889,0.103,0,0.541,1,275696,-5.838,1,0.285
"2374M0fQpWi3dLnB54qaLX","Toto","Africa",119,158402305,621185.509803922,255,"0PFtn5NtBbbUNbU9EAmIWF",854449,"[u'album rock', u'mellow gold', u'rock', u'soft rock']",76,0.373,0.0481,92.717,0.0323,0.257,7.95e-05,0.671,9,295893,-18.064,1,0.732
"23OXdR7YuUBVWh5hSnYJau","Twenty One Pilots","Chlorine",59,9498218,863474.363636364,11,"3YQKmKGau1PzlVlkL1iodx",11129189,"[u'pop punk', u'rock']",88,0.674,0.345,90.009,0.0548,0.0735,0.06,0.609,10,324467,-7.388,0,0.315
"249c7UYQRwLb8tUykq8IwX","Justin Timberlake","Sauce",123,791979,791979,1,"31TPClRtHm23RisEBtV3X7",7428148,"[u'dance pop', u'pop']",83,0.85,0.312,113.019,0.0401,0.0598,0.000109,0.727,1,245080,-4.965,1,0.801
"24snQ8Ew7aIKYCt0ulXHvx","Karol G","Pineapple",175,3445980,574330,6,"790FomKkXshlbRYZFtlgla",3599303,"[u'reggaeton']",83,0.671,0.388,94.981,0.062,0.0508,2.49e-06,0.782,4,178347,-4.815,0,0.667
"25leEEaz1gIpp7o21Fqyjo","Gene Autry","Here Comes Santa Claus (Right Down Santa Claus Lane)",85,3434351,1144783.66666667,3,"5ixB75BQR3ADoWQkcHQJTs",17683,"[u'adult standards', u'christmas', u'cowboy western']",71,0.372,0.275,96.628,0.0358,0.799,0,0.834,1,150267,-11.99,1,0.976
"25qfFpoGhk9Njgu5nl36sS","Christina Aguilera","Fall In Line",126,820660,820660,1,"1l7ZsJRRS8wlW3WfJfPfNS",3813954,"[u'dance pop', u'pop', u'post-teen pop', u'r&b']",82,0.631,0.277,123.042,0.0769,0.209,0,0.39,9,248544,-4.701,0,0.197
"25sgk305KZfyuqVBQIahim","Ava Max","Sweet but Psycho",5,186588814,1943633.47916667,96,"4npEfmQ6YuiwW1GpUmaq3F",78411,"[]",83,0.704,0.166,133.002,0.0476,0.0691,0,0.719,1,187436,-4.724,1,0.628
"26Fqtv4Aa7kyd1WWGHai6A","The Weeknd","Privilege",12,24671721,1174843.85714286,21,"1Xyo4u8uXC1ZmMpatF05PJ",13948718,"[u'canadian contemporary r&b', u'canadian pop', u'pop', u'rap']",90,0.595,0.145,93.78,0.0411,0.913,0.00557,0.391,11,170573,-7.094,0,0.379
"26jYPsHHSOxCTz4cLt6SbQ","6ix9ine","FEEFA (feat. Gunna)",30,5040869,1260217.25,4,"7gZfnEnfiaHzxARJ2LeXrf",3170064,"[u'emo rap', u'rap']",93,0.728,0.106,140.007,0.0809,0.0412,0,0.754,6,163086,-7.61,0,0.594
"2771LMNxwf62FTAdpJMQfM","Cardi B","Bodak Yellow",55,133947911,761067.676136364,176,"4kYSro6naA4h99UJvo89HB",5927731,"[u'pop', u'rap']",94,0.723,0.346,125.022,0.109,0.0672,0,0.929,11,223962,-5.792,0,0.458
"278kSqsZIiYp8p3QjYAqa8","Bad Bunny","NI BIEN NI MAL",99,6329540,904220,7,"4q3ewBCX7sLwd24euuV69X",10218751,"[u'reggaeton', u'trap latino']",96,0.449,0.273,128.028,0.0674,0.556,1.85e-05,0.826,5,236216,-8.33,0,0.337
"27a1mYSG5tYg7dmEjWBcmL","Travis Scott","CAN'T SAY",29,25933734,960508.666666667,27,"0Y5tJX1MQlPlqiwlOH1tJY",4203439,"[u'pop', u'rap']",96,0.708,0.118,147.98,0.0547,0.201,0,0.702,10,198408,-5.366,0,0.713
"27oFpFktCq9JIXjJQRuv7a","6ix9ine","GOTTI",105,12374413,687467.388888889,18,"7gZfnEnfiaHzxARJ2LeXrf",3170064,"[u'emo rap', u'rap']",93,0.584,0.0658,161.9,0.176,0.0524,0,0.728,10,166852,-7.255,0,0.365
"27P4XoNXXEV4lTc3sB61RK","Metro Boomin","Up To Something (feat. Travis Scott & Young Thug)",79,2382626,794208.666666667,3,"0iEtIxbK0KxaSlF7G42ZOp",1001270,"[u'hip hop', u'pop', u'pop rap', u'rap', u'trap music']",88,0.616,0.134,114.014,0.157,0.319,0,0.799,1,184360,-8.809,1,0.667
"27rdGxbavYJeBphck5MZAF","Mark Ronson","Nothing Breaks Like a Heart (feat. Miley Cyrus)",19,57140482,1785640.0625,32,"3hv9jJF3adDNsBSIQDqcjp",486344,"[u'dance pop', u'pop']",85,0.794,0.388,114.066,0.0671,0.00987,1.36e-06,0.601,7,217467,-5.844,0,0.244
"27SdWb2rFzO6GWiYDBTD9j","Sia","Cheap Thrills",96,2147183,715727.666666667,3,"5WUlDfRSoLAfcVSX1WnrxN",9802741,"[u'australian dance', u'australian pop', u'dance pop', u'pop']",91,0.698,0.0907,89.976,0.105,0.0472,0.00143,0.628,6,211667,-5.608,0,0.732
"284fVGdbsPtigjjI0jmKXo","Trippie Redd","Loyalty Before Royalty",195,698863,698863,1,"6Xgp2XMz1fhVYe7i6yNAax",2396064,"[u'rap', u'trap music']",90,0.701,0.126,158.068,0.0984,0.00212,2.1e-05,0.808,2,142649,-4.837,0,0.154
"28FGV3ORH14MYORd7s5dlU","Eminem","Not Alike (feat. Royce Da 5'9)",9,54735600,1368390,40,"7dGJo4pcD2V6oG8kP0tJRR",23109986,"[u'detroit hip hop', u'g funk', u'hip hop', u'rap']",94,0.756,0.339,140.005,0.32,0.0692,0,0.904,10,288087,-3.746,1,0.342
"299lFlaAsNQdgbIZNPmIA0","Vince Guaraldi Trio","Christmas Time Is Here - Vocal",131,1054872,1054872,1,"4ytkhMSAnrDP8XzRNlw9FS",59861,"[u'adult standards', u'christmas', u'jazz trio']",75,0.145,0.0997,75.474,0.0318,0.978,6.86e-06,0.388,9,166387,-19.697,0,0.0911
"29tc0GbW0pTSBZSCZF3NWk","Juice WRLD","Lean Wit Me",79,92214379,788157.085470085,117,"4MCBfE4596Uoi2O4DtmEMz",2590002,"[u'rap']",93,0.651,0.0896,163.935,0.156,0.0414,0,0.665,1,175755,-5.515,1,0.237
"2Ab1wPTEqulaCGoBak1gUo","Matheus & Kauan","Ao Vivo E A Cores",130,34061676,597573.263157895,57,"2Z0lRIqr997lIUiPtrpKCr",5082786,"[u'sertanejo universitario']",80,0.526,0.147,135.032,0.0352,0.0131,0,0.668,5,180304,-6.174,0,0.42
"2AfWCBwGGCsZtvVnGF3QYE","J. Cole","Intro",19,8982395,1283199.28571429,7,"6l3HvQ5sa6mXTsMTB19rO5",7069512,"[u'conscious hip hop', u'hip hop', u'pop rap', u'rap']",88,0.28,0.087,111.446,0.0441,0.811,7.48e-05,0.512,8,107162,-16.708,0,0.545
"2AkmdLbVKS1steeZdy8H1l","Queen","I Want To Break Free - Single Remix",196,1664383,554794.333333333,3,"1dfeR4HaWDbWqFHLkxsg1d",12020086,"[u'glam rock', u'rock']",96,0.435,0.0763,108.95,0.0324,0.0841,0.00026,0.795,4,258013,-8.927,1,0.596
"2Am26UXisQ91vBLYdqd7Pa","Lil Baby","Underdog (Lil Baby & Gunna)",142,858217,858217,1,"5f7VJjfbwm532GiveGC0ZK",1291092,"[u'atl hip hop', u'atl trap', u'rap', u'trap music']",92,0.726,0.121,144.983,0.198,0.0413,0,0.788,5,211853,-4.9,0,0.488
"2aOPvzjpMwikBgngKcxsA9","XXXTENTACION","Introduction (instructions)",84,1879061,939530.5,2,"15UsOTVnJzReFVN1VCnxy4",9514880,"[u'emo rap', u'miami hip hop']",99,0.481,0.431,88.828,0.92,0.868,0,0.678,10,117483,-20.18,0,0.0684
"2aPTvyE09vUCRwVvj0I8WK","A$AP Rocky","Sundress",112,2685308,671327,4,"13ubrt8QOOCPljQ2FL1Kca",4803323,"[u'east coast hip hop', u'hip hop', u'pop', u'pop rap', u'rap', u'trap music']",88,0.704,0.143,125.004,0.0606,0.176,3.71e-06,0.721,6,158206,-6.364,1,0.735
"2aRjuScpka878tUWOsLYpQ","DJ Jazzy Jeff & The Fresh Prince","A Nightmare on My Street",191,618623,618623,1,"1mG23iQeR29Ojhq89D5gbh",135946,"[u'gangster rap', u'hip hop', u'old school hip hop', u'rap']",59,0.486,0.111,170.626,0.128,0.0332,0,0.722,2,294827,-17.081,1,0.625
"2AwyHlbA6f641SEkizD5JG","Lil Wayne","Dope Niggaz (feat. Snoop Dogg)",24,8587983,1226854.71428571,7,"55Aa2cqylxrFIXC767Z865",7158460,"[u'hip hop', u'pop rap', u'rap', u'trap music']",91,0.708,0.0601,84.974,0.28,0.0395,0,0.752,9,205983,-5.053,1,0.645
"2B1fuWoWaYnCXbjYp1gXg5","Imagine Dragons","Boomerang",97,1789642,894821,2,"53XhwfbYqKCa1cC15pYq2q",15301254,"[u'modern rock', u'rock']",93,0.559,0.121,100.073,0.152,0.139,0.00928,0.429,2,187800,-7.493,1,0.347
"2b3JxLi8KAiOsD8ehnOxDZ","Aitana","Vas A Quedarte",177,767899,767899,1,"7eLcDZDYHXZCebtQmVFL25",341107,"[u'spanish pop']",76,0.508,0.0627,89.859,0.0326,0.795,3.63e-06,0.395,7,226213,-3.522,1,0.168
"2BJSMvOGABRxokHKB0OI8i","Playboi Carti","Shoota (feat. Lil Uzi Vert)",72,35405369,753305.723404255,47,"699OTQXzgjhIYAHMy9RyPD",1927072,"[u'atl hip hop', u'hip hop', u'pop rap', u'rap', u'southern hip hop', u'trap music', u'underground hip hop']",81,0.649,0.122,153.069,0.199,0.191,0,0.674,1,153800,-8.433,0,0.48
"2BNkTvg1kHAAfGvqh56x5a","Lauv","Getting Over You",118,22248753,635678.657142857,35,"5JZ7CnR6gTvEMKX4g70Amv",848721,"[u'dance pop', u'electropop', u'pop', u'post-teen pop']",84,0.507,0.0943,91.984,0.0382,0.273,2.27e-06,0.604,0,255886,-7.928,1,0.114
"2bNrvWD9d5Zn9tS8XvcaMk","Avicii","I Could Be The One (Avicii Vs. Nicky Romero) - Nicktim / Radio Edit",69,2894655,964885,3,"1vCWHaC5f2uS3yhpwWbIA6",11511246,"[u'big room', u'edm', u'pop']",85,0.79,0.316,127.946,0.0374,0.332,6.67e-05,0.509,6,208316,-3.782,0,0.638
"2BuBXn15gj4MNYZydyWgrk","Pusha T","Come Back Baby",146,819203,819203,1,"0ONHkAv9pCAFxb0zJwDNTy",1120104,"[u'hip hop', u'pop rap', u'rap', u'southern hip hop', u'trap music', u'underground hip hop']",76,0.485,0.299,92.001,0.171,0.0487,0,0.874,0,206707,-3.026,1,0.322
"2Bv0MbaqYx2IrQa7Z6xBT0","Rae Sremmurd","T'd Up",154,1845148,615049.333333333,3,"7iZtZyCzp3LItcw1wtPI3D",4373252,"[u'hip hop', u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap music']",82,0.575,0.17,151.972,0.107,0.00468,2.42e-06,0.829,8,232863,-6.667,1,0.114
"2BVVmJQZv4fOPWavI9mkIj","Avicii","Broken Arrows",40,3820152,1273384,3,"1vCWHaC5f2uS3yhpwWbIA6",11511246,"[u'big room', u'edm', u'pop']",85,0.674,0.102,115.995,0.0465,0.0487,0.00116,0.634,7,232760,-7.145,1,0.298
"2c09gumRCmu3qmbcqdQbUN","BROCKHAMPTON","THUG LIFE",181,647999,647999,1,"1Bl6wpkWCQ4KVgnASpvzzA",658880,"[u'boy band', u'hip hop', u'rap']",79,0.74,0.0948,159.959,0.0854,0.274,3e-06,0.576,0,122987,-6.195,1,0.37
"2c3qwFINQyRGwyqI97UQiA","Trippie Redd","Forever Ever",97,1542675,771337.5,2,"6Xgp2XMz1fhVYe7i6yNAax",2396064,"[u'rap', u'trap music']",90,0.426,0.129,90.049,0.0368,0.388,0,0.689,0,237983,-9.449,0,0.411
"2c7GlMNmF7pbohjykutmLP","Sia","Thunderclouds (with Sia, Diplo & Labrinth)",96,42147957,810537.634615385,52,"5WUlDfRSoLAfcVSX1WnrxN",9802741,"[u'australian dance', u'australian pop', u'dance pop', u'pop']",91,0.716,0.263,112.035,0.0351,0.0085,9.06e-06,0.691,7,187027,-5.985,1,0.507
"2Cbm6GtXnMurwRhvefK7sp","KIDS SEE GHOSTS","Reborn",16,27430610,1306219.52380952,21,"2hPgGN4uhvXAxiXQBIXOmE",173252,"[u'hip hop', u'pop rap', u'rap']",72,0.504,0.121,110.011,0.0321,0.401,1.44e-06,0.729,8,197001,-6.784,0,0.305
"2cEnYJKLSZPH7MFSk6C05c","Chance the Rapper","Wala Cam",199,557934,557934,1,"1anyVhU62p31KFi8MEzkbf",3755145,"[u'conscious hip hop', u'hip hop', u'pop', u'pop rap', u'rap']",83,0.809,0.151,85.011,0.287,0.034,0,0.846,2,216277,-3.619,1,0.267
"2cKovq3l6OJjhVVDbVKOsr","Hugh Jackman","The Other Side",98,40375361,672922.683333333,60,"5F1aoppMtU3OMiltO8ymJ2",221267,"[u'hollywood']",80,0.795,0.153,153.99,0.302,0.00433,0.00139,0.638,0,214373,-8.45,1,0.31
"2CRbiMK0W14l71SpDKqKZM","Khea","Loca Remix",125,17070168,588626.482758621,29,"4m6ubhNsdwF4psNf3R8kwR",916461,"[u'argentine hip hop', u'trap argentino']",77,0.751,0.0983,113.033,0.0675,0.337,0,0.795,8,346460,-3.661,1,0.537
"2CTN6UuO2dNEVZXR0DJVk2","Rita Ora","Only Want You",101,4881474,697353.428571429,7,"5CCwRZC6euC8Odo6y9X8jr",3313205,"[u'dance pop', u'edm', u'pop', u'post-teen pop', u'r&b', u'tropical house']",85,0.528,0.0975,82.014,0.0412,0.0599,7.14e-05,0.654,6,180760,-6.224,0,0.376
"2CvOqDpQIMw69cCzWqr5yr","Beyoncé","Halo",61,57450572,574505.72,100,"6vWDO969PvNqNYHIOW5v0m",16940067,"[u'dance pop', u'pop', u'post-teen pop', u'r&b']",87,0.712,0.051,78.454,0.1,0.273,0,0.422,11,261160,-5.907,0,0.471
"2CWnuF7ht55Ajyeg4WPvWu","BLACKPINK","DDU-DU DDU-DU - KR Ver.",107,36781909,681146.462962963,54,"41MozSoPIsD1dJM0CLPjZF",4753046,"[u'k-pop']",84,0.86,0.281,139.973,0.0761,0.0322,0,0.665,4,209355,-3.921,0,0.372
"2cYnZNzFRFK0H7vSNxPsUq","Anuel Aa","Ella Quiere Beber - Remix",31,75364141,1277358.3220339,59,"2R21vXR83lH98kGeO99Y66",3915403,"[u'reggaeton flow', u'trap latino']",94,0.665,0.0515,95.239,0.124,0.265,0,0.751,8,219357,-3.083,1,0.698
"2D3z17LBMJ2HEHeBFFjTLi","J Balvin","Reggaeton",66,37645914,965279.846153846,39,"1vyhD5VmyZ7KMfW5gqLgo5",12331212,"[u'latin', u'reggaeton']",93,0.74,0.101,176.059,0.191,0.0165,9.94e-05,0.747,4,158800,-4.325,0,0.552
"2dgrYdgguVZKeCsrVb9XEs","Mac Miller","What's the Use?",64,3832045,766409,5,"4LLpKhyESsyAXpc4laK94U",2868811,"[u'hip hop', u'pop rap', u'rap']",86,0.492,0.107,104.974,0.12,0.736,0.00989,0.759,1,288640,-10.338,0,0.561
"2djdCbLj1pzRmrDNe7PkW2","Panic! At The Disco","High Hopes",12,246532105,1270784.04639175,194,"20JZFwl6HVl6yg8a4H3ZqK",5732423,"[u'emo', u'modern rock', u'pop punk']",88,0.904,0.064,82.014,0.0618,0.193,0,0.579,5,190947,-2.729,1,0.681
"2dKtWPLZvbCzwLRliNn8UI","Trippie Redd","Can't Love",133,904502,904502,1,"6Xgp2XMz1fhVYe7i6yNAax",2396064,"[u'rap', u'trap music']",90,0.567,0.168,135.991,0.0525,0.00244,1.89e-05,0.842,4,169412,-6.504,0,0.256
"2DnH4XlEkghUdE8ymdVom5","Lil Wayne","Open Letter",23,8228373,1175481.85714286,7,"55Aa2cqylxrFIXC767Z865",7158460,"[u'hip hop', u'pop rap', u'rap', u'trap music']",91,0.55,0.139,97.01,0.359,0.0283,0,0.769,9,269287,-6.299,0,0.36
"2dpaYNEQHiRxtZbfNsse99","Marshmello","Happier",2,417196248,3045228.08759124,137,"64KEffDW9EtZ1y2vBYgq8T",7677676,"[u'brostep', u'egyptian pop', u'pop', u'progressive electro house']",90,0.792,0.167,100.015,0.0452,0.191,0,0.687,5,214290,-2.749,1,0.671
"2DQ1ITjI0YoLFzuADN1ZBW","G-Eazy","No Limit",18,134403586,1120029.88333333,120,"02kJSzxNuaWGqwubyUba0Z",3626014,"[u'hip hop', u'indie pop rap', u'pop', u'pop rap', u'rap']",86,0.771,0.0853,175.957,0.244,0.0117,0,0.838,1,245387,-3.791,1,0.405
"2E124GmJRnBJuXbTb4cPUB","6ix9ine","FEFE (feat. Nicki Minaj & Murda Beatz)",2,338686229,2368435.16783217,143,"7gZfnEnfiaHzxARJ2LeXrf",3170064,"[u'emo rap', u'rap']",93,0.387,0.136,125.978,0.412,0.088,0,0.931,1,179405,-9.127,1,0.376
"2eAZfqOm4EnOF9VvN50Tyc","Lil Uzi Vert","The Way Life Goes (feat. Oh Wonder)",148,20201298,561147.166666667,36,"4O15NlyKLIASxsJ0PrXPfz",5482757,"[u'rap', u'trap music']",89,0.757,0.106,82.008,0.05,0.617,0,0.703,1,221747,-3.612,1,0.696
"2EEeOnHehOozLq4aS0n6SL","KYLE","iSpy (feat. Lil Yachty)",197,443498,443498,1,"4qBgvVog0wzW75IQ48mU7v",666114,"[u'hip hop', u'pop', u'pop rap', u'rap']",78,0.653,0.229,75.016,0.289,0.378,0,0.746,7,253107,-6.745,1,0.672
"2EhJijFUs0WUmNClDBpYJq","Juice WRLD","Make It Back",87,1691370,845685,2,"4MCBfE4596Uoi2O4DtmEMz",2590002,"[u'rap']",93,0.387,0.0993,143.019,0.487,0.122,0,0.75,1,102560,-10.123,0,0.739
"2EjXfH91m7f8HiJN1yQg97","Brenda Lee","Rockin' Around The Christmas Tree",3,60433289,2238269.96296296,27,"4cPHsZM98sKzmV26wlwD2W",102925,"[u'adult standards', u'brill building pop', u'christmas']",80,0.472,0.505,67.196,0.0502,0.614,0,0.589,8,126267,-8.749,1,0.898
"2ekn2ttSfGqwhhate0LSR0","Dua Lipa","New Rules",3,480752461,1324386.94490358,363,"6M2wZ9GZgrQXHCFfjv46we",8518490,"[u'dance pop', u'pop', u'post-teen pop']",91,0.7,0.153,116.073,0.0694,0.00261,1.56e-05,0.762,9,209320,-6.021,0,0.608
"2EzRdhuoPyNJDlep7lnNf2","Danny Ocean","Dembow",59,169363895,822154.830097087,206,"5H1nN1SzW0qNeUEZvuXjAj",1207311,"[u'latin', u'latin hip hop', u'latin pop', u'pop', u'reggaeton', u'tropical']",77,0.744,0.0917,99.983,0.078,0.0807,0,0.802,6,215083,-5.968,1,0.45
